date,fear_greed_score,sentiment_label,returns
2024-12-29,73,Greed,0.020796350780994066
2024-12-30,65,Greed,-0.011920351641824922
2024-12-31,64,Greed,0.0006502781385180345
2025-01-01,66,Greed,-0.006815399009615253
2025-01-02,70,Greed,0.0037012733124741626
2025-01-03,74,Greed,0.029613066512529373
2025-01-04,73,Greed,0.04528555187556749
2025-01-05,72,Greed,0.015561078790603977
2025-01-06,76,Extreme Greed,-0.006699593669014958
2025-01-07,78,Extreme Greed,0.014106645598352952
2025-01-08,70,Greed,-0.0832957780525333
2025-01-09,69,Greed,-0.016239868007931757
2025-01-10,50,Neutral,-0.0318896354908037
2025-01-11,69,Greed,0.015558156618409091
2025-01-12,62,Greed,0.0044094681481490205
2025-01-13,61,Greed,-0.0059448184550570105
2025-01-14,63,Greed,-0.03968018168802934
2025-01-15,70,Greed,0.028791549078037715
2025-01-16,75,Greed,0.06891384106105347
2025-01-17,75,Greed,-0.03991473010763724
2025-01-18,77,Extreme Greed,0.050714723840925346
2025-01-19,77,Extreme Greed,-0.04836668609069761
2025-01-20,76,Extreme Greed,-0.030510724010478274
2025-01-21,76,Extreme Greed,0.017123125882714918
2025-01-22,84,Extreme Greed,0.01929430661942888
2025-01-23,75,Greed,-0.026677123260406055
2025-01-24,75,Greed,0.029432315761337646
2025-01-25,75,Greed,-0.006220676989446172
2025-01-26,73,Greed,0.0025005439106791094
2025-01-27,71,Greed,-0.02646119230071431
2025-01-28,72,Greed,-0.018173618978053918
2025-01-29,72,Greed,-0.03057815673766784
2025-01-30,70,Greed,0.012332908497778572
2025-01-31,76,Extreme Greed,0.042965597571531955
2025-02-01,68,Greed,0.014820644388079174
2025-02-02,60,Greed,-0.05198168957899829
2025-02-03,44,Fear,-0.08394810052379098
2025-02-04,72,Greed,0.005280405788791187
2025-02-05,54,Neutral,-0.04775598981772633
2025-02-06,49,Neutral,0.018308105728340074
2025-02-07,44,Fear,-0.03722913536133188
2025-02-08,44,Fear,-0.0235279344992686
2025-02-09,46,Fear,0.004631472591273944
2025-02-10,43,Fear,-0.0011630438682375122
2025-02-11,47,Neutral,0.010545337068468719
2025-02-12,46,Fear,-0.021525203445864616
2025-02-13,50,Neutral,0.05118526152751479
2025-02-14,48,Neutral,-0.022132796090503004
2025-02-15,50,Neutral,0.018298265196535102
2025-02-16,54,Neutral,-0.011688919812731235
2025-02-17,51,Neutral,-0.012224961946419866
2025-02-18,47,Neutral,0.03082945930846326
2025-02-19,44,Fear,-0.026408857086868798
2025-02-20,49,Neutral,0.016972252900592677
2025-02-21,55,Greed,0.009868685724126802
2025-02-22,49,Neutral,-0.03036419238650656
2025-02-23,50,Neutral,0.03987746345839316
2025-02-24,49,Neutral,0.022728328951527432
2025-02-25,25,Extreme Fear,-0.11463029698961114
2025-02-26,21,Extreme Fear,-0.0031113250627299305
2025-02-27,10,Extreme Fear,-0.0679118613555233
2025-02-28,16,Extreme Fear,-0.008827294177888079
2025-03-01,20,Extreme Fear,-0.03041601158961682
2025-03-02,26,Fear,-0.01001244406473778
2025-03-03,33,Fear,0.1376132215190491
2025-03-04,15,Extreme Fear,-0.14663850091710728
2025-03-05,20,Extreme Fear,0.01084508664199979
2025-03-06,25,Extreme Fear,0.03218386817986585
2025-03-07,34,Fear,-0.017428239233596488
2025-03-08,28,Fear,-0.027957293590536336
2025-03-09,27,Fear,0.027677074121490675
2025-03-10,20,Extreme Fear,-0.08306094610001158
2025-03-11,24,Extreme Fear,-0.06848000791755038
2025-03-12,34,Fear,0.02245026796602345
2025-03-13,45,Fear,-0.005545583525722209
2025-03-14,27,Fear,-0.025049105147106454
2025-03-15,46,Fear,0.025698659983788064
2025-03-16,30,Fear,0.015240452128442383
2025-03-17,32,Fear,-0.026818088987900612
2025-03-18,34,Fear,0.021940776107384874
2025-03-19,32,Fear,0.0018728381253430015
2025-03-20,49,Neutral,0.06619020750056648
2025-03-21,31,Fear,-0.03877115137927811
2025-03-22,32,Fear,-0.008230076560816313
2025-03-23,30,Fear,0.0076433280037868645
2025-03-24,45,Fear,0.010862141620890275
2025-03-25,46,Fear,0.03832608721916109
2025-03-26,47,Neutral,-0.004399440617589456
2025-03-27,40,Fear,-0.02838390030857363
2025-03-28,44,Fear,-0.0032738808091657967
2025-03-29,26,Fear,-0.05310531734824542
2025-03-30,32,Fear,-0.03565934936881565
2025-03-31,34,Fear,-0.013085320415061608
2025-04-01,34,Fear,0.010451926505239628
2025-04-02,44,Fear,0.045477300174222135
2025-04-03,25,Extreme Fear,-0.058414020814916534
2025-04-04,28,Fear,0.012542069194536598
2025-04-05,30,Fear,-0.0020918864878964882
2025-04-06,34,Fear,-0.002504820240870509
2025-04-07,23,Extreme Fear,-0.13000663476244445
2025-04-08,24,Extreme Fear,-0.011889982331533155
2025-04-09,18,Extreme Fear,-0.05434050640417132
2025-04-10,39,Fear,0.12992888211166798
2025-04-11,25,Extreme Fear,-0.08336948670722155
2025-04-12,43,Fear,0.029005994887314035
2025-04-13,45,Fear,0.04956910422712735
2025-04-14,31,Fear,-0.030646439218754762
2025-04-15,38,Fear,0.016372118087241372
2025-04-16,29,Fear,-0.020795604635215792
2025-04-17,30,Fear,-0.006370280356755242
2025-04-18,33,Fear,0.0036566337971957186
2025-04-19,32,Fear,0.0035839946517144394
2025-04-20,37,Fear,0.01629714480944333
2025-04-21,39,Fear,-0.018321553451012162
2025-04-22,47,Neutral,-0.005054347396976744
2025-04-23,72,Greed,0.1155410934402672
2025-04-24,63,Greed,0.019471082441651077
2025-04-25,60,Greed,-0.013699973138980859
2025-04-26,65,Greed,0.010967419371306741
2025-04-27,61,Greed,0.018152606734064936
2025-04-28,54,Neutral,-0.015142012643862612
2025-04-29,60,Greed,0.0032391686666664032
2025-04-30,56,Greed,-0.0014058716996760978
2025-05-01,53,Neutral,-0.0016263496263845267
2025-05-02,67,Greed,0.024974108412452622
2025-05-03,65,Greed,0.0013993834119268023
2025-05-04,64,Greed,-0.003761037900705144
2025-05-05,52,Neutral,-0.01436129221875393
2025-05-06,59,Greed,0.006552734072905686
2025-05-07,67,Greed,-0.0021075583011204158
2025-05-08,65,Greed,-0.003222039599899418
2025-05-09,73,Greed,0.21390965119707794
2025-05-10,70,Greed,0.06545746001411668
2025-05-11,70,Greed,0.1034740403930452
2025-05-12,70,Greed,-0.02949804491545871
2025-05-13,70,Greed,-0.00599924378648109
2025-05-14,73,Greed,0.0739090120013175
2025-05-15,70,Greed,-0.027243520685371947
2025-05-16,71,Greed,-0.023589879610722342
2025-05-17,74,Greed,0.0008222271078601739
2025-05-18,74,Greed,-0.027249252305539984
2025-05-19,74,Greed,-0.003924522944547704
2025-05-20,71,Greed,0.02500613855736411
2025-05-21,70,Greed,-0.0010745198672563738
2025-05-22,72,Greed,0.013736974015593484
2025-05-23,78,Extreme Greed,0.038381836840831296
2025-05-24,66,Greed,-0.05169175016896532
2025-05-25,74,Greed,0.003821383607283124
2025-05-26,73,Greed,0.006790875388675843
2025-05-27,74,Greed,0.006107236883254874
2025-05-28,71,Greed,0.038998588685420055
2025-05-29,74,Greed,0.005324137811819174
2025-05-30,60,Greed,-0.01611505850326722
2025-05-31,50,Neutral,-0.04126746183953167
2025-06-01,56,Greed,0.003124034362170569
2025-06-02,64,Greed,0.0023564053153362075
2025-06-03,64,Greed,0.02813156440603448
2025-06-04,62,Greed,-0.005467330832438111
2025-06-05,57,Greed,0.005730845973636711
2025-06-06,45,Fear,-0.07230546803203086
2025-06-07,52,Neutral,0.02469559491552209
2025-06-08,62,Greed,0.018089763906310452
2025-06-09,62,Greed,-0.0069302647254069205
2025-06-10,71,Greed,0.070239627156502
2025-06-11,72,Greed,0.04599739842166928
2025-06-12,71,Greed,-0.011524294021406867
2025-06-13,61,Greed,-0.044298323405073115
2025-06-14,63,Greed,-0.02868669078326269
